art,rrc00,163.7
art,rrc01,233.6
art,rrc02,268.4
art,rrc03,227.0
art,rrc04,176.0
art,rrc05,232.6
art,rrc06,179.8
art,rrc07,222.9
art,rrc10,220.6
art,rrc11,170.5
art,rrc12,229.0
art,rrc13,162.9
art,rrc14,232.6
art,rrc15,160.0
art,rrc16,235.9
art,rrc18,182.0
art,rrc19,177.7
art,rrc20,220.8
art,rrc21,178.7
art,rrc22,235.2
art,rrc23,184.3
art,rrc24,234.6
sail,rrc01,209.1
sail,rrc02,205.1
sail,rrc03,206.4
sail,rrc04,208.2
sail,rrc05,207.3
sail,rrc06,208.0
sail,rrc07,203.2
sail,rrc10,206.6
sail,rrc11,202.8
sail,rrc12,209.2
sail,rrc13,202.5
sail,rrc14,208.7
sail,rrc15,204.3
sail,rrc16,208.8
sail,rrc18,208.4
sail,rrc19,208.5
sail,rrc20,195.1
sail,rrc21,209.1
sail,rrc22,203.4
sail,rrc23,208.2
sail,rrc24,207.6
poptrie,rrc00,93.3
poptrie,rrc01,95.2
poptrie,rrc02,96.2
poptrie,rrc03,95.5
poptrie,rrc04,95.4
poptrie,rrc05,96.3
poptrie,rrc06,96.1
poptrie,rrc07,94.8
poptrie,rrc10,96.5
poptrie,rrc11,96.5
poptrie,rrc12,95.9
poptrie,rrc13,94.4
poptrie,rrc14,97.0
poptrie,rrc15,94.0
poptrie,rrc16,96.2
poptrie,rrc18,95.7
poptrie,rrc19,95.7
poptrie,rrc20,94.7
poptrie,rrc21,96.2
poptrie,rrc22,95.8
poptrie,rrc23,96.4
poptrie,rrc24,96.7
dxr,rrc00,30.2
dxr,rrc01,31.1
dxr,rrc02,24.6
dxr,rrc03,30.8
dxr,rrc04,23.9
dxr,rrc05,31.2
dxr,rrc06,24.1
dxr,rrc07,30.7
dxr,rrc10,30.8
dxr,rrc11,24.1
dxr,rrc12,30.9
dxr,rrc13,24.2
dxr,rrc14,31.1
dxr,rrc15,23.7
dxr,rrc16,30.9
dxr,rrc18,24.3
dxr,rrc19,30.6
dxr,rrc20,24.2
dxr,rrc21,30.7
dxr,rrc22,24.4
dxr,rrc23,27.1
dxr,rrc24,24.1
