art,rrc00,42.1
sail,rrc00,47.0
poptrie,rrc00,28.2
art,rrc01,44.0
sail,rrc01,51.5
poptrie,rrc01,28.8
art,rrc02,116.7
sail,rrc02,143.2
poptrie,rrc02,39.1
art,rrc03,46.3
sail,rrc03,53.4
poptrie,rrc03,29.8
art,rrc04,47.1
sail,rrc04,52.4
poptrie,rrc04,30.2
art,rrc05,43.1
sail,rrc05,48.6
poptrie,rrc05,29.5
sail,rrc06,55.9
poptrie,rrc06,31.3
art,rrc07,48.5
sail,rrc07,55.8
poptrie,rrc07,30.5
art,rrc10,44.9
sail,rrc10,51.6
poptrie,rrc10,30.2
art,rrc11,48.7
sail,rrc11,55.2
poptrie,rrc11,30.1
art,rrc12,44.6
sail,rrc12,46.6
poptrie,rrc12,28.9
art,rrc13,48.4
sail,rrc13,54.6
poptrie,rrc13,30.3
art,rrc14,45.6
sail,rrc14,55.1
poptrie,rrc14,30.5
art,rrc15,46.1
sail,rrc15,49.2
poptrie,rrc15,29.2
art,rrc16,49.6
sail,rrc16,56.8
poptrie,rrc16,31.2
art,rrc18,50.1
sail,rrc18,52.8
poptrie,rrc18,30.6
art,rrc19,47.1
sail,rrc19,54.5
poptrie,rrc19,30.2
art,rrc20,44.4
sail,rrc20,52.5
poptrie,rrc20,29.9
art,rrc21,46.1
sail,rrc21,50.7
poptrie,rrc21,30.1
art,rrc22,49.3
sail,rrc22,55.3
poptrie,rrc22,30.8
art,rrc23,47.7
sail,rrc23,53.1
poptrie,rrc23,30.5
