art,1,359.6
art,2,636.9
art,3,723.2
art,4,679.7
art,5,765.7
art,6,887.2
art,7,915.3
art,8,116.0
sail,1,319.5
sail,2,568.7
sail,3,776.0
sail,4,652.2
sail,5,850.3
sail,6,1054.5
sail,7,1198.0
sail,8,228.3
poptrie,1,112.9
poptrie,2,212.1
poptrie,3,282.5
poptrie,4,313.4
poptrie,5,302.9
poptrie,6,338.3
poptrie,7,379.3
poptrie,8,114.1
dxr,1,33.1
dxr,2,63.6
dxr,3,88.2
dxr,4,108.7
dxr,5,110.2
dxr,6,123.4
dxr,7,148.7
dxr,8,114.1
